# 二简词
be	表示
gjuu	股
gjuuaa	股
gjuuo	𦙶
gjuuoo	𦙶
gjuv	箍
gjuviu	箍
gjuvo	臌
gjuvoo	告 吿 臌
gjuvu	牯
gjuvua	鹄
gjuvuo	牯
gjuvuv	牿
gjv	顾
gjva	轱
gjvau	𮝴
gjvauo	轱
gjvauu	𮝴
gjvi	贾
gjvia	榾
gjviaa	榾
gjviao	贾
gjviau	棝
gjvii	盬
gjviia	盬
gjviu	酤
gjviuo	酤
gjviv	巭
gjvivv	巬 巭
gjvo	鼓
gjvoa	皷
gjvoau	皷
gjvoi	瞽
gjvoia	堌 瞽
gjvoiv	鼔
gjvoo	糓
gjvooo	𣫗
gjvoou	糓
gjvou	穀
gjvoui	𪕸 𪕷
gjvouo	𣪸 鼓
gjvouu	䐨
gjvouv	𣫀 穀
gjvov	毂
gjvova	毂
gjvovo	𧯸
gjvovv	榖
gjvu	梏
gjvui	尳
gjvuia	尳
gjvuo	橭
gjvuoo	橭
gjvuu	柧
gjvuua	殦 柧
gjvuvi	梏
gjvuvu	顾
gjvv	𪻕
gjvvuo	𪻕
gl	过
gla	涡
glai	𬇹
glaia	淉
glaiav	𬇹 淉
glaoia	涡
glau	㶁
glaui	婐
glauia	婐
glauoo	㶁
glav	𭚦
glavi	㳡
glavio	㳡
glavov	𭚦
glavv	彉
glavvi	彉
gli	国
glia	果
gliaa	囻
gliaav	囻
gliai	帼
gliaia	蜾 蝈 帼
gliao	崞
gliaov	崞
gliau	囶
gliauo	圀 囶
gliav	囯
gliavv	国 果 囯
glii	菓
gliiia	菓
glio	锅
gliooi	锅
gliu	掴
gliui	𢮎
gliuia	掴
gliuiv	𢮎
glo	郭
gloa	叧
gloauu	叧
gloi	呙
gloia	啯
gloiau	呙
gloiav	啯
gloo	惈
glooi	𮲇
glooia	惈 𮲇
glou	馘
gloui	粿
glouia	粿
glouv	咶
glouvi	咶
glouvo	馘
glov	裹
glovai	郭
glovia	裹
glovv	㕵
glovvi	㕵
glu	猓
glua	馃
gluaia	猓 馃
glui	腘
gluiav	腘
gluo	虢
gluoiv	虢
gluov	𢦛
gluovu	𢦛
glv	聒
glvi	聝
glvioa	过
glviuv	聒
glvivo	聝
glvo	椁
glvoi	𣒌
glvoia	𣒌
glvoo	埚
glvooi	埚
glvoov	墎
glvov	槨
glvovo	椁 槨
glvu	𥕖
glvuov	𥕖
glvv	䆐
glvvvv	䆐
gm	光
gma	潢
gmai	洸
gmaiou	洸
gmau	姯
gmauio	姯
gmavii	潢
gmi	侊
gmii	茪
gmiiio	茪
gmiiou	侊
gmio	𰽵
gmioio	𰽵
gmioua	光
gmiu	俇
gmiuau	俇
gmiui	挄
gmiuio	挄
gmiuv	撗
gmiuvi	撗
gmiv	僙
gmivii	僙
gmo	广
gmoi	咣
gmoio	炚
gmoiou	咣 炚
gmou	灮
gmoui	炛
gmouiu	炛
gmouua	灮
gmouv	烡
gmouvi	烡
gmov	広
gmovao	広
gmovuu	广
gmu	逛
gmua	犷
gmuaoa	逛
gmuaov	犷
gmui	胱
gmuiou	胱
gmv	桄
gmva	𨐈
gmvaio	𨐈
gmvi	炗
gmviou	桄 炗
gmvo	垙
gmvoio	垙
gmvov	𰗓
gmvovu	𰗓
gmvv	珖
gmvvio	珖
gn	跟
gna	艮
gnavva	艮
gni	茛
gniiav	茛
gniu	搄
gniuo	揯
gniuoo	搄 揯
gno	哏
gnoavv	哏
gnoiav	跟
gnv	根
gnvavv	根
gnvo	亘
gnvoiv	亘
gnvu	亙
gnvuao	亙
gp	刚
gpa	港
gpaa	纲
gpaaia	纲
gpavii	港
gpi	钢
gpia	岗
gpiaia	岗
gpiaii	刚
gpiao	㽘
gpiaov	㽘
gpiau	冈
gpiauo	冈
gpiav	罡
gpiavi	罡
gpio	𮣲
gpioia	钢
gpiovi	𮣲
gpiu	扛
gpiui	㧏
gpiuia	㧏
gpiuv	𫼱
gpiuvi	扛 𫼱
gpiv	𮭰
gpivov	𮭰
gpo	戆
gpou	焹
gpoui	焵
gpouia	焹 焵
gpov	冮
gpovo	戅
gpovoa	戆 戅
gpovv	疘
gpovvi	冮 疘
gpu	缸
gpuv	肛
gpuviv	肛
gpuvv	筻
gpuvvi	缸 筻
gpv	杠
gpva	㭃
gpvaao	㭃
gpvi	㭎
gpviau	㭎
gpvo	堽
gpvoi	𰉙
gpvoia	堽 𰉙
gpvou	鿍
gpvoua	鿍
gpvu	矼
gpvuvi	矼
gpvv	𱣚
gpvviv	杠 𱣚
gq	挂
gqa	䯄
gqaa	𮉨
gqaaoi	䯄 𮉨
gqaav	𮉤
gqaavo	𮉤
gqao	劀
gqaoii	劀
gqi	括
gqia	罣
gqiaa	冎
gqiaai	冎
gqiav	罫
gqiavo	罣 罫
gqii	䒷
gqiiuv	䒷
gqiu	掛
gqiuuv	括
gqiuvo	挂 掛
gqo	寡
gqoa	褂
gqoav	诖
gqoavo	𭁹 褂 诖
gqoi	剐
gqoiii	剐
gqoiu	𬅥
gqoiua	𬅥
gqoovu	寡
gqou	呱
gqouo	㶽
gqouoi	㶽
gqouua	呱
gqouv	咶
gqouvi	咶
gqov	啩
gqovov	啩
gqu	刮
gqua	𠯑
gquaoo	𠯑
gquu	瓜
gquuao	瓜
gquuu	胍
gquuua	胍
gquv	鸹
gquvii	刮
gquvua	鸹
gqv	卦
gqvo	坬
gqvoio	卦
gqvouu	坬
gqvu	栝
gqvuvi	栝
gr	更
gra	颈
graa	绠
graao	𬘵
graaoo	𬘵
graav	𫄠
graavi	绠
graavo	𫄠
graavu	𰬌
graovu	颈
grav	浭
gravia	浭
gri	畊
gria	𫵼
griav	骾
griavi	峺 𫵼 骾
griavv	畊
griu	挭
griuo	掶
griuov	掶
griuvi	挭
gro	庚
groi	暅
groio	𣈶
groioo	暅 𣈶
groo	𱓒
groovu	𱓒
grou	羹
grouo	焿
grouou	羹
grouov	焿
grov	哽
grova	赓
grovao	赓
grovav	庚
grovia	哽
grovu	鹒
grovua	鹒
gru	鲠
grua	㹴
gruavi	鲠 㹴
grv	梗
grvi	耿
grviav	更
grvii	㪅
grviiv	㪅
grviou	耿
grviv	䎴
grvivv	䎴
grvo	埂
grvoi	刯
grvoii	刯
grvoo	𡍷
grvooo	堩 𡍷
grvov	椩
grvovi	埂
grvovu	椩
grvu	𬒔
grvuiv	𬒔
grvv	耕
grvvia	梗
grvvvv	耕
gs	嘎
gsa	尕
gsauiu	尕
gsi	伽
gsiauo	伽
gsio	钆
gsioaa	钆
gsiu	尜
gsiuvu	尜
gso	噶
gsoa	咖
gsoauo	咖
gsoi	呷
gsoiav	呷
gsoii	𠸏
gsoiia	𠸏
gsoiio	噶
gsov	嘠
gsovui	嘎 嘠
gsu	旮
gsuaoi	旮
gsuu	胳
gsuuao	胳
gsuv	玍
gsuvvo	玍
gsv	尬
gsva	轧
gsvaaa	轧
gsvo	夹
gsvouv	夹
gsvu	戛
gsvuiu	尬
gsvuo	尲
gsvuou	尲
gsvuva	戛
gt	关
gta	观
gtaa	贯
gtaaao	贯
gtaai	纶
gtaaiu	纶
gtaaiv	毌
gtai	灌
gtaia	泴
gtaiai	泴
gtaiio	灌
gtao	涫
gtaoi	矜
gtaoia	观
gtaoio	矜
gtaooa	涫
gtau	丱
gtauii	丱
gtauv	潅
gtauvv	潅
gti	鹳
gtii	莞
gtiio	蒄
gtiioa	蒄
gtiioo	雚 莞
gtiiua	鹳
gtio	倌
gtioi	𲈡
gtioii	𲈡
gtioo	𰾒
gtiooa	倌
gtiooo	𰾒
gtiu	掼
gtiuaa	掼
gtiv	舘
gtivoo	舘
gto	官
gtoa	冠
gtoai	祼
gtoaia	祼
gtoavv	冠
gtoi	𬮦
gtoia	𬦻
gtoiaa	𬦻
gtoiou	𬮦
gtoiv	𰿨
gtoivv	𰿨
gtoo	惯
gtooaa	惯
gtooia	官
gtooo	悹
gtoooa	悹
gtoooo	悺
gtou	爟
gtouii	爟
gtouv	㮡
gtouvv	关 㮡
gtov	痯
gtovi	瘝
gtovia	瘝
gtovoo	痯
gtu	管
gtua	馆
gtuai	鳏
gtuaia	鳏
gtuaoo	馆
gtuau	鳤
gtuauv	鳤
gtui	盥
gtuiia	盥
gtuv	罐
gtuva	𰭄
gtuvaa	𰭄
gtuvii	罐
gtuvo	筦
gtuvoo	管 筦
gtv	棺
gtva	𫐑
gtvaa	𱣱
gtvaai	𱣱
gtvaoo	𫐑
gtvi	欟
gtviio	欟
gtvooa	棺
gtvv	瓘
gtvvii	瓘
gtvvo	琯
gtvvoo	琯
gw	给
gwa	滚
gwaa	绲
gwaaiv	给
gwaaoi	绲
gwao	滾
gwaovu	滚 滾
gwi	丨
gwia	䵪
gwiaoi	䵪
gwii	丨
gwo	衮
gwoo	惃
gwoooi	惃
gwov	袞
gwovuo	衮 袞
gwu	鲧
gwua	𱇢
gwuaov	𱇢
gwuaua	鲧
gwv	棍
gwva	辊
gwvaoi	辊
gwvoiv	棍
gwvu	磙
gwvuo	𥕦
gwvuov	磙 𥕦
gx	光
gxa	潢
gxai	洸
gxaiou	洸
gxau	姯
gxauio	姯
gxavii	潢
gxi	侊
gxii	茪
gxiiio	茪
gxiiou	侊
gxio	𰽵
gxioio	𰽵
gxioua	光
gxiu	俇
gxiuau	俇
gxiui	挄
gxiuio	挄
gxiuv	撗
gxiuvi	撗
gxiv	僙
gxivii	僙
gxo	广
gxoi	咣
gxoio	炚
gxoiou	咣 炚
gxou	灮
gxoui	炛
gxouiu	炛
gxouua	灮
gxouv	烡
gxouvi	烡
gxov	広
gxovao	広
gxovuu	广
gxu	逛
gxua	犷
gxuaoa	逛
gxuaov	犷
gxui	胱
gxuiou	胱
gxv	桄
gxva	𨐈
gxvaio	𨐈
gxvi	炗
gxviou	桄 炗
gxvo	垙
gxvoio	垙
gxvov	𰗓
gxvovu	𰗓
gxvv	珖
gxvvio	珖
gy	共
gya	弓
gyaa	红
gyaavi	红
gyavaa	弓
gyi	供
gyia	蚣
gyiauo	蚣
gyiav	幊
gyiavi	幊
gyiu	拱
gyiuvi	拱
gyivii	供
gyo	宫
gyoo	宮
gyoooo	宫
gyooou	宮
gyoov	𫺌
gyoovi	𫺌
gyou	𬊎
gyouvi	𬊎
gyov	唝
gyoviv	唝
gyu	公
gyua	觥
gyuaio	觥
gyui	躬
gyuiav	躬
gyuio	躳
gyuioo	躳
gyuoao	公
gyuv	肱
gyuvua	肱
gyuvv	𬕂
gyuvvi	𬕂
gyv	工
gyva	杛
gyvava	杛
gyvi	功
gyvia	贡
gyviaa	汞
gyviai	䢼
gyviao	贡
gyviau	功
gyvii	恭
gyviiu	拲 恭
gyvio	𰑟
gyvioa	𰑟
gyviu	攻
gyviua	巩 𮭥
gyviuo	共
gyviuv	攻
gyvivv	工
gyvo	塨
gyvovi	塨
gyvu	龚
gyvua	厷
gyvuao	厷
gyvui	廾
gyvuii	廾
gyvuv	硔
gyvuvi	龚 硔
gyvuvu	𱍁
gyvv	珙
gyvvi	栱
gyvvii	栱
gyvvvi	珙
gz	高
gza	缟
gzaaov	缟
gzi	搞
gzia	峼
gziauv	峼
gzii	藁
gziivv	藁
gzio	镐
gzioov	镐
gziou	锆
gziouv	锆
gziuov	搞
gzo	糕
gzoa	诰
gzoauv	诰
gzoi	杲
gzoio	暠
gzoiov	暠
gzoivv	杲
gzou	羔
gzouoo	羔
gzouou	糕
gzov	膏
gzovia	高
gzovo	髙
gzovoo	髙
gzovu	稾
gzovuu	膏
gzovuv	稾
gzovv	槀
gzovvv	槀
gzu	告
gzui	睾
gzuio	皐
gzuiov	臯 皐
gzuiv	皋
gzuivo	睾
gzuivu	皋
gzuv	稿
gzuva	郜
gzuvai	郜
gzuvau	勂
gzuvo	篙
gzuvoo	吿 告
gzuvov	稿 篙
gzuvu	筶
gzuvuv	筶
gzv	槁
gzvi	櫜
gzviua	櫜
gzvo	檺
gzvovo	槁 檺
gzvu	槔
gzvui	橰
gzvuia	槹 槔 橰
h	和
hb	会
hba	汇
hbaa	绘
hbaai	缋
hbaaia	缋
hbaaiv	绘
hbaao	𰝍
hbaaov	𰝍
hbai	洄
hbaia	芔
hbaiai	𰛦 芔
hbaiao	洄
hbaiav	溃
hbaii	隳
hbaiii	隳
hbaiv	浍
hbaivo	堕
hbaivv	浍
hbao	贿
hbaoo	翚
hbaooa	翚
hbaovu	贿
hbau	婎
hbaui	𫝬
hbauia	孈 𫝬
hbauio	婎
hbauiv	𫰢
hbauo	𫝨
hbauoa	𫝨
hbauov	泋
hbav	潓
hbavaa	汇
hbavi	滙
hbavia	彚 潓
hbavio	滙
hbavu	洃
hbavui	湏
hbavuo	洃
hbi	回
hbia	蛔
hbiaa	翙
hbiaao	廻 廽 翙
hbiaau	㞧 屷
hbiaav	囘
hbiai	睢
hbiaia	蜖 圚 蛔
hbiaii	囬
hbiaio	睢
hbiao	逥
hbiaoa	逥
hbiaoo	回
hbiav	蟪
hbiavi	蟪
hbiavu	蚘 蛕
hbii	荟
hbiia	佪
hbiiai	儶 㑕
hbiiao	佪
hbiii	茴
hbiiia	茴
hbiiiv	荟
hbiio	倠
hbiiov	倠
hbiiv	蕙
hbiivi	蕙
hbiivv	蔧
hbio	辉
hbiooa	辉
hbiov	𬭬
hbiovv	𬭬
hbiu	挥
hbiuo	㧑
hbiuoa	挥
hbiuou	㧑
hbiuv	拻
hbiuvu	拻
hbiv	僡
hbivia	僡
hbivu	𠧢
hbivua	𠧢
hbivva	会
hbo	恢
hboa	讳
hboaa	喙
hboaav	喙
hboau	诲
hboauv	诲
hboav	诙
hboavi	𬤝
hboavu	诙
hboavv	袆 𬤭 讳
hboi	晦
hboia	哕
hboiai	哕
hboii	阓
hboiia	阓
hboio	晖
hboioa	晖
hboiuv	晦
hboiv	暳
hboivv	暳
hboo	悔
hbooi	恛
hbooia	恛
hboou	𠯠
hbooua	𠯠
hboouv	悔
hboov	憓
hboovi	寭 憓
hboovu	恢
hboovv	懳
hbou	烩
hbouiv	烩
hbouo	𪸩
hbouoa	𪸩
hbouoo	噕
hbouu	燬
hbouui	燬
hbouv	烠
hbouvu	烣 烠
hbov	麾
hbovi	痐
hbovia	痐
hbovu	咴
hbovuo	咴
hbovuv	麾
hbovv	嘒
hbovvv	嚖 嘒
hbu	毁
hbua	𫚔
hbuaia	𫚔
hbuao	灳
hbuaou	灳
hbui	毀
hbuiu	毇
hbuiua	毁 毀 毇
hbuo	卉
hbuovu	卉
hbuu	徽
hbuui	徊
hbuuia	幑 𱈑 徽 徊
hbuuiv	徻
hbuv	秽
hbuvia	秽
hbuvv	篲
hbuvvv	篲
hbv	灰
hbvi	惠
hbvia	叀
hbviai	檅
hbviao	叀
hbvio	恵
hbvioa	惠 恵
hbviu	㰥
hbviua	㰥
hbviv	桧
hbvivv	桧
hbvo	恚
hbvoa	𰗢
hbvoav	𰗢
hbvooa	恚
hbvu	虺
hbvui	㱮
hbvuia	𫖃 虺 㱮
hbvuiv	檓
hbvuou	灰
hbvuu	硊
hbvuua	硊
hbvuv	豗
hbvuvu	豗
hbvv	慧
hbvva	彗
hbvvav	彗
hbvvi	橞
hbvvia	橞
hbvvo	珲
hbvvoa	慧 珲
hbvvv	槥
hbvvvi	璤
hbvvvv	櫘 槥
hd	后
hda	洉
hdauuv	洉
hdi	候
hdia	侯
hdiai	睺
hdiaia	帿 睺
hdiau	骺
hdiauu	骺
hdiavu	侯
hdiiav	候
hdio	𬭤
hdioia	𬭤
hdo	喉
hdoa	吼
hdoaiv	吼
hdoi	㫗
hdoiai	㫗
hdoiav	喉
hdoo	鲎
hdooua	鲎
hdou	糇
hdouia	糇
hdouv	吽
hdouvv	吽
hdov	瘊
hdovia	瘊
hdovv	呍
hdovva	呍
hdu	猴
hdua	鲘
hduaa	犼
hduaai	犼
hduai	𫗯
hduaia	猴 𫗯
hduauu	鲘
hdui	齁
hduiua	齁
hduu	逅
hduua	郈
hduuai	郈
hduuoa	逅
hduuoo	后
hduuv	垕
hduuvo	垕
hduv	篌
hduvia	篌
hdv	厚
hdvo	堠
hdvoia	堠
hdvou	㰯
hdvoua	㰻 㰯
hdvuoi	厚
he	合
hea	河
heaa	纥
heaauv	纥
heai	涸
heaiau	涸
heaii	渮
heaiiv	渮
heaiu	𮳆
heaiua	𮳆
heao	渴
heaoiu	渴
heaoo	翯
heaoov	翯
heau	贺
heauao	贺
heauu	姀
heauuv	姀
heavoi	河
hei	何
heia	峆
heiaiv	峆
heii	荷
heiia	菏
heiiav	菏
heiiia	蠚
heiiiv	荷
heio	𫠁
heioii	𫠁
heiu	佫
heiuao	佫
heiuu	挌
heiuua	挌
heiuv	抲
heiuvo	抲
heiv	盒
heiva	郃
heivai	郃
heivi	敆
heivia	盒
heiviv	敆
heivoi	何
heivoo	合
heivu	龁
heivua	欱
heivuv	龢 㪉 龁
heivv	壑
heivvo	壑
heivvu	颌
heo	喝
heoa	鹤
heoao	褐
heoaoi	褐
heoau	𰵝
heoaua	鹤
heoaui	隺
heoauv	𰵝
heoav	诃
heoavo	诃
heoi	嗬
heoii	𬮤
heoiii	嗬
heoiiv	𬮤
heoio	阂
heoiov	阂
heoiu	曷
heoiua	鹖 曷
heoiuv	毼
heoiv	阖
heoivo	哬 阖
heoo	愒
heooi	寉
heooio	寉
heooiu	喝
heoooi	愒
heoov	嗃
heoovo	噈 嗃
heou	熇
heouo	喛
heouoo	喛
heouov	燺 熇
heouv	咊
heouvi	啝 煂 咊
heouvo	爀 焃 熆
heov	呵
heova	劾
heovau	劾
heovi	吓
heovio	吓
heovoi	呵
heu	禾
heua	饸
heuaiv	饸
heuao	猲
heuaoi	猲
heuau	狢
heuaua	狢
heui	䶅
heuiua	䶅
heuo	貉
heuoua	貉
heuv	盉
heuvia	盉
heuviu	禾
heuvo	惒
heuvoa	惒
heuvoo	和
heuvu	䅂
heuvua	䅂
hev	核
heva	𬌗
hevaiv	𬌗
hevi	鞨
hevioi	鞨
heviu	覈
heviui	覈
hevo	赫
hevoa	翮
hevoao	翮
hevoi	盍
hevoia	盍
hevoiv	㪃
hevoo	楁
hevooa	楁
hevou	垎
hevoua	䞦 𬸰 㰤 𬅢 垎
hevova	核
hevovo	赫
hevu	盇
hevuia	盇
hevuv	柇
hevuvi	柇
hevv	㚘
hevvvv	㚘
hf	汉
hfa	汗
hfaa	涵
hfaaio	涵
hfaaoo	汉
hfai	函
hfaia	凾
hfaiai	函 凾
hfaio	浛
hfaioa	汵 浛
hfao	圅
hfaoa	浫
hfaoau	浫
hfaoi	涆
hfaoia	圅
hfaoiv	涆
hfaoo	澏
hfaooo	澏
hfau	瀚
hfaui	娢
hfauio	娢
hfauo	鿰
hfauoo	瀚 鿰
hfauv	嫨
hfauvi	嫨
hfav	憨
hfavoa	憨
hfavvi	汗
hfi	含
hfia	蚶
hfiaa	崡
hfiaai	崡
hfiao	睅
hfiaoi	睅
hfiav	虷
hfiavi	蚶
hfiavu	嵅
hfiavv	屽 虷
hfii	菡
hfiiai	菡
hfiii	莟
hfiiio	莟
hfiio	蔊
hfiiou	蔊
hfio	颔
hfioo	𬭍
hfiooi	𬭍
hfiooo	含
hfiov	𬬧
hfiovu	颔
hfiovv	𬬧
hfiu	撼
hfiua	撖
hfiuav	撖
hfiuo	捍
hfiuoi	捍
hfiuv	扞
hfiuvu	撼
hfiuvv	扞
hfiv	仠
hfivi	佄
hfivii	傼 佄
hfivvi	仠
hfo	喊
hfoa	罕
hfoavv	罕
hfoi	旱
hfoia	阚
hfoiav	阚
hfoii	晗
hfoiio	晗
hfoiiu	𰈓
hfoiiv	㪋
hfoio	唅
hfoioa	唅
hfoioi	晘
hfoiv	暵
hfoivi	暵
hfoivv	闬 旱
hfoo	寒
hfooi	㘎
hfooia	㘎
hfooiv	哻
hfooo	悍
hfoooi	悍
hfoooo	寒
hfoov	憾
hfoovu	憾
hfou	焊
hfoui	焓
hfouio	焓
hfouoi	焊
hfouv	熯
hfouvi	熯
hfovuv	喊
hfu	韩
hfua	犴
hfuao	𤞶
hfuaoa	𤞶
hfuaoi	猂
hfuav	𫠐
hfuavi	𫠐
hfuavv	犴
hfui	鼾
hfuivv	鼾
hfuo	翰
hfuoi	谽
hfuoia	翰
hfuoio	𧮰 谽
hfuovv	韩
hfv	酣
hfvi	邯
hfviai	邯
hfvio	梒
hfvioa	梒
hfvivi	酣
hfvo	垾
hfvooi	垾
hfvu	厈
hfvuu	㰹
hfvuua	㰹
hfvuvv	厈
hfvv	顸
hfvva	邗
hfvvai	邗
hfvvi	琀
hfvvio	琀
hfvvu	𱉊
hfvvua	𱉊
hfvvvu	顸
hg	坏
hga	淮
hgaiov	淮
hgao	瀤
hgaovi	瀤
hgau	㜳
hgauov	㜳
hgi	佪
hgiiao	佪
hgo	怀
hgoi	踝
hgoiia	踝
hgoo	懐
hgooov	懐
hgoovu	怀
hgou	咶
hgouvi	咶
hgov	褱
hgovia	褱
hgu	徊
hguuia	徊
hgv	槐
hgvo	壊
hgvoov	壊
hgvov	櫰
hgvovi	櫰
hgvovu	坏
hgvu	䃶
hgvuia	槐
hgvuov	䃶
hgvv	耲
hgvvov	耲
hh	还
hha	海
hhaa	骇
hhaaov	骇
hhai	孩
hhaiov	孩
hhao	𥁐
hhaoia	𥁐
hhaou	㰧
hhaoua	㰧
hhau	妎
hhauiu	妎
hhauv	塰
hhauva	海
hhauvo	塰
hhi	骸
hhiaov	骸
hhio	侅
hhiova	侅
hho	害
hhoa	嗨
hhoao	咍
hhoaoo	咍
hhoauv	嗨
hhoo	咳
hhooo	嗐
hhoooa	嗐
hhooov	㤥
hhoova	咳
hhoovv	害
hhou	烸
hhouuv	烸
hhov	亥
hhovau	亥
hhovi	㐪
hhovia	㐪
hhovii	嚡
hhu	氦
hhua	饚
hhuaii	饚
hhuo	胲
hhuova	胲
hhuvov	氦
hhv	醢
hhvivu	醢
hhvuoa	还
hj	胡
hja	湖
hjaa	淈
hjaavu	淈
hjai	滹
hjaia	芔
hjaiai	芔
hjaiv	淲
hjaiva	滹 淲
hjao	沪
hjaoa	浒
hjaoau	浒
hjaoav	沪
hjaov	戏
hjaova	戏
hjau	淴
hjaua	沕
hjauau	淴 沕
hjaui	嫭
hjauia	婟
hjauiv	嫭
hjauo	泘
hjauoo	湖
hjauou	泘
hjauu	媩
hjauuo	媩
hjauv	嫮
hjauvo	嫮
hjauvu	汻
hjav	弧
hjava	沍
hjavaa	沍
hjavi	鍙
hjavio	鍙
hjavo	瀫
hjavoo	瀫
hjavuu	弧
hjavv	弖
hjavvv	弖
hji	护
hjia	蝴
hjiau	鹘
hjiaua	囫 鹘
hjiauo	岵 蝴
hjiav	𭘓
hjiavv	𭘓
hjii	葫
hjiiu	芴
hjiiua	芴
hjiiuo	苸 葫
hjiiv	俿
hjiiva	俿
hjiu	抇
hjiui	搰
hjiuia	搰
hjiuii	擭
hjiuiv	摢
hjiuo	𢪏
hjiuoa	护
hjiuoi	抇 𢪏
hjiuu	㧾
hjiuua	㧾
hjiv	虎
hjivu	虖
hjivua	歑 虎
hjivuo	虖
hjivv	虍
hjivva	戯 虍
hjo	户
hjoa	扈
hjoai	𬤙
hjoaia	帍
hjoaiv	𬤙
hjoao	戽
hjoaoa	扈
hjoaoo	戽
hjoau	祜
hjoaui	隺
hjoauo	祜
hjoauv	许
hjoavu	户
hjoi	唬
hjoio	昈
hjoioa	昈
hjoiu	昒
hjoiua	昒
hjoiv	嘑
hjoiva	唬 嘑
hjoo	惚
hjooa	寣
hjooai	寣
hjoou	怙
hjooua	𰴣 惚
hjoouo	怙
hjoov	嗃
hjoovo	嗃
hjoovu	恗
hjou	呼
hjoua	唿
hjouai	𪠸
hjouau	嘝 唿
hjouo	熩
hjouoa	熩
hjouou	呼
hjouu	糊
hjouuo	煳 烀 䊀 焀 糊
hjov	冱
hjovi	頀
hjovii	頀
hjovu	喖
hjovuo	喖
hjovv	冴
hjovva	冱 冴
hju	乎
hjua	忽
hjuai	鹱
hjuaii	鳠 鹱
hjuaiv	𩾇
hjuao	斛
hjuaoa	忽
hjuaoi	曶
hjuaoo	斛
hjuau	狐
hjuaua	㺀
hjuauo	猢 𫗫
hjuauu	狐
hjuo	鹕
hjuoa	乯
hjuoaa	乯
hjuoo	怘
hjuooa	怘
hjuoua	鹕
hjuouu	胡
hjuouv	乎
hjuu	乕
hjuua	戶
hjuuav	戶
hjuuu	衚
hjuuuo	衚
hjuuv	𠂰
hjuuva	𠂰
hjuuvv	乕
hjuv	鹄
hjuvoo	和
hjuvu	笏
hjuvua	鹄 笏
hjv	互
hjva	轷
hjvaav	互
hjvauo	轷
hjvav	戸
hjvavu	戸
hjvi	醐
hjvii	楛
hjviiu	楛
hjviuo	醐
hjvo	壶
hjvoa	鄠
hjvoaa	縠 𣹬
hjvoai	鄠
hjvoav	槴
hjvoi	𧏚
hjvoia	壷 𣪛 𧎅 𧏚
hjvoii	壶
hjvoiv	𰚈
hjvoo	嗀
hjvooo	嗀
hjvoou	㷤
hjvou	觳
hjvoua	㱿 𣪊 𣪳 𣫅 䨚 觳
hjvouo	垀 雽
hjvov	核
hjvova	核
hjvovi	𣫈
hjvovo	𧹲
hjvovu	㺉 豰
hjvu	槲
hjvua	匢
hjvuau	匫 槲 匢
hjvuo	楜
hjvuoo	楜
hjvuu	瓠
hjvuuu	瓠
hjvv	瑚
hjvva	枑
hjvvaa	枑
hjvvi	琥
hjvvii	䨼
hjvviv	琥
hjvvuo	瑚
hl	或
hla	活
hlaa	𬴃
hlaavv	𬴃
hlai	濩
hlaia	𰛦
hlaiai	𰛦
hlaiii	濩
hlaiu	沎
hlaiua	沎
hlao	漷
hlaovo	漷
hlau	姡
hlauuv	姡
hlauvi	活
hlav	彟
hlavii	彟
hlavo	瀖
hlavoa	瀖
hlavv	湱
hlavvv	湱
hli	获
hlia	夥
hliaa	㘞
hliaau	㘞
hliai	蠖
hliaii	蠖
hliaua	夥
hliav	眓
hliava	眓
hlii	藿
hliii	劐
hliiii	劐
hliiio	蒦
hliiua	获
hliivo	藿
hlio	伙
hlioi	镬
hlioii	镬
hlioo	钬
hlioou	钬
hliou	锪
hlioua	锪
hlioui	伙
hliu	货
hliuao	货
hliui	擭
hliuii	擭
hliuv	攉
hliuvi	佸 俰
hliuvo	掝 攉
hlo	火
hloa	祸
hloaoi	祸
hloi	嚄
hloii	嚿
hloiii	嚄 嚿
hloiv	旤
hloiva	旤
hloivo	曤
hloo	豁
hloou	吙
hlooui	吙
hloouo	豁
hlou	㸌
hloui	㕷
hlouia	㕷
hlouii	火
hlouo	煷
hlouov	煷
hlouv	焃
hlouvo	㸌 焃
hlov	嚯
hlovoa	嚯
hlovu	咟
hlovuo	咟
hlu	𮬟
hlua	雘
hluaii	雘
hluao	㶡
hluaou	㶡
hluav	㺢
hluavo	𮬟 㺢
hluo	𦞦
hluoau	𦞦
hluv	臛
hluvoa	臛
hluvoo	和
hlv	霍
hlva	㦯
hlvaov	㦯
hlvi	檴
hlviii	檴
hlviv	礊
hlvivu	礊
hlvo	惑
hlvoi	靃
hlvoia	𣒌
hlvoio	霍 靃
hlvooa	惑
hlvov	豰
hlvova	或
hlvovu	豰
hlvu	𫯥
hlvuia	𫯥
hlvv	耠
hlvvi	剨
hlvvii	剨
hlvviv	耠
hm	黄
hma	隍
hmai	㞷
hmaiui	隍
hmaivv	㞷
hmao	滉
hmaoii	滉
hmau	湟
hmauia	湟
hmauu	媓
hmauui	媓
hmav	潢
hmavii	潢
hmi	荒
hmia	幌
hmiaoi	幌
hmiau	蝗
hmiaui	崲 蝗
hmiav	蟥
hmiavi	蟥
hmiiov	荒
hmio	锽
hmioo	𲈒
hmiooi	𲈒
hmioui	锽
hmiov	𨱑
hmiovi	𨱑
hmiu	㨪
hmiui	偟
hmiuia	偟
